Bin ID	Method	Tax	Tax 16S	Length	GC perc	Num contigs	Disparity	Completeness	Contamination	Strain het	Coverage 100	TPM 100	Coverage 102	TPM 102	Coverage 104	TPM 104	Coverage 106	TPM 106	Coverage 108	TPM 108	Coverage 110	TPM 110	Coverage 11	TPM 11	Coverage 123	TPM 123	Coverage 124	TPM 124	Coverage 125	TPM 125	Coverage 126	TPM 126	Coverage 127	TPM 127	Coverage 128	TPM 128	Coverage 129	TPM 129	Coverage 130	TPM 130	Coverage 131	TPM 131	Coverage 132	TPM 132	Coverage 133	TPM 133	Coverage 134	TPM 134	Coverage 13	TPM 13	Coverage 15	TPM 15	Coverage 17	TPM 17	Coverage 19	TPM 19	Coverage 1	TPM 1	Coverage 21	TPM 21	Coverage 23	TPM 23	Coverage 25	TPM 25	Coverage 27	TPM 27	Coverage 29	TPM 29	Coverage 31	TPM 31	Coverage 44	TPM 44	Coverage 45	TPM 45	Coverage 46	TPM 46	Coverage 47	TPM 47	Coverage 48	TPM 48	Coverage 49	TPM 49	Coverage 4	TPM 4	Coverage 50	TPM 50	Coverage 51	TPM 51	Coverage 52	TPM 52	Coverage 53	TPM 53	Coverage 54	TPM 54	Coverage 55	TPM 55	Coverage 80	TPM 80	Coverage 83	TPM 83	Coverage 88	TPM 88	Coverage 90	TPM 90	Coverage 92	TPM 92	Coverage 94	TPM 94	Coverage 96	TPM 96	Coverage 98	TPM 98	Coverage 9	TPM 9
MAG_212	DAS	k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae		2407531	56.81	142	0.476	87.43	3.23	0.0	10.761	2992.53	6.463	1602.526	0.776	245.256	0.407	106.781	1.286	372.653	0.798	245.68	0.633	153.048	0.678	207.073	0.45	139.155	0.621	206.892	0.646	205.092	0.576	171.709	0.622	197.475	4.556	1532.169	3.136	994.328	0.653	211.144	0.57	200.257	0.74	250.115	0.804	249.384	1.028	322.43	0.635	162.363	0.743	206.545	1.035	252.171	0.333	398.502	7.246	1798.121	7.938	1766.621	1.194	341.14	1.001	259.568	0.866	229.653	0.754	234.199	0.602	179.86	0.486	153.656	1.427	452.935	0.377	107.804	0.619	187.937	0.518	152.233	0.523	572.949	3.079	1243.108	3.703	1322.261	1.358	366.726	0.443	127.82	0.921	292.212	0.786	242.224	0.387	425.843	0.519	614.566	0.801	185.242	0.59	168.681	0.306	96.996	0.679	162.222	0.539	180.182	0.488	156.701	0.677	209.461
MAG_213	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes		3125683	41.08	492	0.211	83.75	4.08	0.0	3.739	1040.091	2.804	695.474	2.968	938.562	1.606	421.013	2.733	791.992	3.291	1012.762	2.349	568.625	0.656	200.309	0.86	265.85	0.725	241.513	0.895	284.235	0.748	222.852	0.876	278.207	1.566	526.823	1.202	381.337	0.99	320.33	0.823	289.084	0.839	283.638	0.996	309.005	2.899	909.579	2.178	556.583	2.36	656.951	1.999	487.394	0.798	956.333	1.413	350.771	3.413	759.754	1.757	502.191	2.687	696.837	2.29	607.24	1.807	561.18	0.808	241.558	0.578	182.817	1.079	342.841	0.781	223.494	0.881	267.735	0.77	226.604	0.491	538.813	1.821	735.014	1.635	583.986	1.08	291.706	0.886	255.721	0.775	246.068	0.705	217.477	0.771	848.9	0.569	674.672	1.61	372.371	2.923	835.814	2.192	695.433	1.889	451.16	3.749	1252.869	3.153	1012.104	1.551	480.102
MAG_214	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales		2146880	50.29	352	0.013	81.44	2.33	11.11	0.077	21.55	0.551	136.754	0.355	112.425	6.115	1603.406	2.685	778.104	0.259	79.73	0.175	42.406	7.729	2361.049	4.871	1505.861	2.977	991.374	7.772	2465.744	3.618	1077.91	3.428	1088.732	0.808	271.751	6.683	2118.842	2.375	767.841	59.339	20845.376	28.733	9712.536	4.159	1289.908	0.128	40.175	0.137	34.9	0.163	45.309	0.149	36.178	1.294	1548.836	0.119	29.494	0.181	40.34	0.125	35.677	0.16	41.606	0.165	43.642	0.117	36.463	1.276	381.192	0.756	239.045	0.561	177.96	0.666	190.632	2.355	715.166	0.608	179.034	1.106	1213.317	1.392	561.688	0.832	296.858	2.68	723.736	0.692	199.737	1.873	594.336	0.464	143.129	1.536	1690.562	1.156	1370.106	1.443	333.717	0.224	63.942	0.18	57.014	0.894	213.584	0.174	58.11	0.347	111.499	0.135	41.917
MAG_215	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium		2388276	49.68	327	0.015	87.82	1.66	66.67	0.092	25.585	0.222	55.135	0.616	194.744	0.205	53.657	0.386	111.82	0.26	79.857	0.146	35.348	6.208	1896.393	16.947	5238.217	2.548	848.899	0.889	282.13	3.756	1119.314	9.239	2934.812	0.558	187.781	6.033	1912.678	11.46	3705.232	2.909	1022.005	15.613	5277.751	7.404	2296.321	0.853	267.502	0.136	34.73	0.135	37.628	0.141	34.382	3.206	3838.551	0.117	29.107	0.193	42.921	1.209	345.429	0.156	40.401	5.556	1473.38	0.129	40.044	0.859	256.684	0.98	309.927	28.958	9192.901	0.366	104.824	0.524	159.18	0.348	102.35	4.231	4639.218	0.702	283.164	0.718	256.435	257.623	69599.797	0.379	109.362	610.631	193806.991	0.48	147.911	4.285	4714.875	4.826	5719.698	0.397	91.898	0.966	275.948	0.123	38.905	0.151	36.106	0.217	72.562	0.49	157.141	0.189	58.417
MAG_216	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Oscillospiraceae;n_unclassified Oscillospiraceae;s_Oscillospiraceae bacterium		1930672	41.01	116	0.021	92.73	0.0	0.0	0.078	21.81	0.61	151.301	0.196	62.19	0.582	152.635	0.151	43.805	0.256	78.818	0.144	34.79	0.891	272.2	4.379	1354.113	0.517	172.141	3.24	1028.423	0.419	124.863	3.212	1020.544	0.188	63.202	8.527	2704.089	0.508	164.271	7.168	2518.709	0.51	172.464	2.793	866.448	0.34	106.587	0.564	144.155	0.216	60.059	0.175	42.758	0.449	537.536	0.066	16.408	0.098	21.834	0.51	145.679	0.18	46.527	0.156	41.488	0.128	39.681	0.26	77.715	0.224	70.802	1.212	384.69	9.925	2839.577	0.65	197.52	0.221	64.888	0.265	290.404	0.141	56.906	0.16	57.105	0.938	253.304	0.326	94.083	0.292	92.602	0.239	73.847	0.542	596.463	0.559	662.189	0.191	44.143	0.238	68.027	0.106	33.59	0.654	156.276	0.158	52.77	0.238	76.512	0.118	36.527
MAG_217	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales		1772883	55.13	134	0.051	91.15	0.91	0.0	0.373	103.75	0.518	128.498	0.541	171.057	0.249	65.321	0.46	133.145	0.446	137.105	1.43	346.059	1.946	594.526	1.193	369.153	1.251	416.753	0.882	280.009	1.368	407.876	1.236	392.738	3.066	1031.192	1.246	395.139	2.046	661.933	1.25	439.425	1.574	532.14	1.553	481.801	1.116	349.832	0.746	190.63	0.665	185.205	1.421	346.326	1.682	2014.19	0.911	226.096	0.91	202.66	0.824	235.533	1.151	298.258	1.187	314.635	1.258	390.511	1.774	530.39	2.829	895.525	2.391	759.366	1.868	534.468	1.749	531.46	1.477	434.845	0.602	659.965	4.862	1962.808	4.291	1532.635	1.939	523.769	2.815	812.673	1.661	527.367	2.073	639.661	1.82	2002.652	0.771	913.824	0.375	86.803	0.463	132.258	0.192	61.073	0.284	67.873	0.429	143.356	0.397	127.526	1.051	324.925
MAG_218	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		1417765	34.43	159	0.246	82.58	2.27	33.33	0.075	20.963	0.091	22.664	0.1	31.729	0.112	29.429	0.083	24.13	0.122	37.54	0.084	20.435	0.578	176.8	0.564	174.431	0.258	86.066	0.51	161.821	0.696	207.429	4.4	1398.759	0.155	52.236	0.423	134.268	0.282	91.137	0.358	125.814	0.364	123.204	0.587	182.301	0.1	31.212	0.097	24.727	0.097	26.881	0.08	19.4	0.903	1082.22	0.037	9.236	0.091	20.299	0.043	12.203	0.088	22.677	0.067	17.752	0.063	19.441	7.284	2178.036	2.534	802.092	4.552	1446.45	2.164	619.535	4.693	1426.343	0.314	92.582	0.875	959.753	0.123	49.789	0.117	41.838	0.172	46.632	0.288	83.061	2.015	639.682	0.25	77.016	1.024	1127.746	1.057	1253.701	0.118	27.289	0.146	41.617	0.082	25.914	0.109	25.991	0.111	37.163	0.153	49.119	0.135	41.75
MAG_219	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium		2065400	54.53	457	0.249	77.41	2.47	20.0	1.326	368.722	3.036	752.698	6.236	1972.56	2.409	631.319	5.155	1494.318	3.167	975.103	9.801	2372.479	15.05	4596.399	7.422	2293.348	15.177	5053.55	25.695	8151.379	15.793	4704.104	21.689	6886.609	14.813	4979.507	15.422	4887.909	20.998	6786.842	19.764	6940.836	15.433	5214.923	21.524	6674.111	15.882	4984.356	9.867	2522.484	9.494	2643.66	11.911	2904.207	6.553	7841.091	13.795	3425.299	57.643	12839.177	5.668	1621.001	13.137	3406.893	4.473	1186.396	5.769	1791.969	35.288	10541.162	110.927	35080.778	25.987	8249.286	19.546	5590.624	32.39	9835.921	20.316	5977.263	6.699	7342.622	69.123	27886.784	87.04	31072.143	31.054	8387.107	31.558	9104.271	33.653	10677.063	24.039	7413.731	8.113	8922.794	7.027	8325.399	3.599	832.688	1.803	515.357	1.293	410.206	12.62	3015.894	1.539	514.094	2.679	859.464	11.443	3542.299
MAG_220	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella		2596131	51.31	240	0.601	80.64	2.67	12.5	6.592	1833.266	4.703	1165.997	6.58	2080.044	2.46	644.576	5.11	1480.469	4.457	1371.355	7.849	1898.783	1.132	345.865	1.136	351.089	1.299	432.663	1.384	438.917	1.333	397.049	1.315	417.848	4.56	1533.438	1.407	446.084	1.416	457.952	1.209	424.811	1.311	443.079	1.401	434.631	8.878	2783.507	8.563	2187.266	6.288	1749.619	11.183	2724.974	2.346	2808.183	7.571	1878.618	7.526	1674.845	7.373	2106.772	10.124	2623.714	9.267	2456.354	6.959	2159.927	1.433	428.047	1.924	608.542	2.59	822.237	1.436	410.681	1.896	575.893	1.67	491.28	4.13	4528.145	4.358	1758.494	4.505	1608.409	2.147	580.155	1.773	511.737	1.908	605.314	2.26	696.828	2.262	2488.636	3.543	4198.842	2.282	527.713	4.202	1200.827	2.479	785.847	3.36	802.429	5.88	1964.034	4.066	1304.64	5.911	1828.019
MAG_221	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		1716484	41.4	78	0.143	97.27	0.91	0.0	0.263	73.086	0.544	135.009	1.258	397.648	3.552	931.49	1.643	476.235	0.866	266.603	0.265	64.018	0.726	221.681	26.639	8237.164	68.976	22985.159	48.942	15534.644	62.897	18746.756	38.024	12081.887	9.65	3245.75	6.376	2022.107	36.513	11807.882	77.479	27227.822	53.372	18047.379	52.243	16209.493	0.216	67.836	0.233	59.513	0.173	48.138	0.212	51.574	0.608	727.973	0.125	30.947	0.176	39.154	0.17	48.555	0.258	66.752	0.192	50.96	0.194	60.285	0.787	235.173	0.372	117.913	0.615	195.125	0.473	135.36	0.456	138.401	0.357	105.095	0.696	762.833	0.375	151.352	0.247	88.212	0.562	151.997	0.565	162.995	0.41	130.141	0.477	147.05	0.722	794.048	1.602	1899.468	0.144	33.356	0.703	200.947	2.733	867.207	4.087	976.445	0.65	217.167	1.605	515.185	0.183	56.683
MAG_222	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;n_unclassified Firmicutes sensu stricto;s_Firmicutes bacterium		1633766	55.35	247	0.0	86.87	0.51	100.0	0.471	130.801	1.034	256.264	1.656	523.376	0.874	229.172	0.97	280.986	1.434	441.157	2.017	487.906	4.1	1252.533	3.719	1149.428	8.805	2932.932	6.078	1928.633	4.566	1360.327	6.269	1991.389	4.199	1411.72	5.793	1836.56	5.236	1692.617	6.022	2115.472	5.312	1795.496	6.452	2001.405	2.465	773.157	2.102	537.095	1.963	546.266	2.971	723.848	2.296	2748.943	0.684	169.719	1.015	225.762	1.833	523.938	2.931	759.645	2.154	571.042	3.018	936.937	3.866	1155.098	3.647	1153.478	4.958	1574.036	3.793	1084.781	4.429	1345.397	4.043	1189.456	0.728	798.646	3.748	1512.567	5.281	1885.457	2.813	760.0	2.528	729.319	3.589	1138.942	2.429	749.193	2.424	2667.186	0.939	1113.436	0.596	137.915	1.135	324.488	0.527	166.96	0.998	238.396	1.083	361.747	1.506	483.173	1.351	417.892
MAG_223	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Oscillospiraceae;n_unclassified Oscillospiraceae;s_Oscillospiraceae bacterium		2011092	58.99	276	0.0	80.52	0.0	0.0	0.438	121.886	0.969	240.174	1.311	414.63	0.919	240.759	0.909	263.451	1.484	456.491	1.374	332.318	9.067	2769.289	9.101	2812.637	10.176	3389.423	18.76	5951.767	7.02	2091.437	12.992	4126.361	3.285	1104.4	6.809	2158.435	11.255	3638.301	11.996	4214.357	8.136	2749.839	22.855	7089.376	1.641	514.676	1.147	293.092	1.854	515.727	1.612	392.961	17.465	20908.993	1.049	260.166	0.977	217.368	1.249	356.792	1.834	475.243	1.403	371.945	1.513	469.567	7.123	2128.004	5.352	1692.761	12.921	4100.872	11.71	3349.04	13.707	4163.45	6.314	1857.377	6.763	7415.04	3.274	1320.666	2.69	960.367	7.863	2123.913	6.32	1823.026	8.492	2694.521	4.97	1532.724	19.991	21993.026	11.857	14050.182	0.775	179.363	1.365	390.056	0.456	144.569	1.732	413.684	0.757	252.875	1.127	361.445	1.351	418.011
MAG_224	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		1416241	58.44	280	0.0	77.01	1.36	50.0	0.125	34.692	0.287	71.256	0.415	131.089	0.296	77.483	0.31	89.865	0.3	92.344	0.44	106.501	1.676	511.91	2.027	626.356	2.748	915.395	2.29	726.769	2.082	620.313	2.836	901.08	0.455	153.007	2.3	729.029	2.902	938.119	2.65	931.119	2.667	901.683	3.277	1016.524	0.451	141.298	0.305	77.954	0.278	77.468	0.45	109.812	1.67	1999.434	0.264	65.428	0.312	69.444	0.372	106.265	0.369	95.591	0.438	116.0	0.449	139.381	1.07	319.661	0.861	272.394	1.74	552.44	1.318	377.001	1.121	340.615	1.438	423.155	0.558	611.314	0.425	171.639	0.454	162.216	1.74	469.962	1.308	377.403	2.004	635.814	1.118	344.924	1.88	2068.23	0.788	933.624	0.196	45.286	0.322	91.892	0.165	52.218	0.355	84.838	0.284	94.965	0.372	119.341	0.382	118.038
MAG_225	DAS	k_Bacteria;p_Proteobacteria;n_delta/epsilon subdivisions;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Mailhella		2123871	56.28	770	0.366	74.35	2.72	44.44	0.139	38.673	0.183	45.439	0.291	91.885	0.154	40.305	0.243	70.261	0.237	72.753	0.294	70.983	0.419	127.978	0.44	136.089	1.292	430.378	1.315	417.1	1.247	371.37	1.157	367.237	0.574	192.931	1.228	389.227	0.966	312.153	0.842	295.804	2.114	714.631	1.06	328.787	0.449	140.878	0.48	122.465	0.35	97.359	0.765	186.365	0.728	871.425	0.187	46.388	0.199	44.254	0.556	158.836	1.092	282.946	0.472	125.236	0.664	206.072	0.398	118.892	0.439	138.701	0.791	250.971	2.778	794.568	0.907	275.583	4.191	1233.224	0.239	262.444	0.743	299.581	0.603	215.459	2.504	676.183	2.714	782.948	4.569	1449.907	3.091	953.358	0.769	845.686	0.289	342.4	0.097	22.384	0.175	50.131	0.137	43.391	0.178	42.416	0.236	78.726	0.236	75.604	0.223	69.086
MAG_226	DAS	k_Bacteria;n_PVC group;p_Planctomycetes;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae;n_unclassified Thermoguttaceae;s_Thermoguttaceae bacterium		3741923	47.3	264	0.0	78.91	1.73	12.5	0.019	5.421	0.131	32.426	0.17	53.756	0.04	10.407	0.332	96.285	0.341	104.974	0.051	12.44	6.72	2052.859	5.485	1695.812	14.844	4945.382	0.423	134.402	7.273	2167.381	8.106	2575.198	0.103	34.679	2.891	916.453	4.216	1363.291	0.377	132.662	16.965	5735.742	18.383	5702.858	0.094	29.627	0.052	13.145	0.042	11.563	0.061	14.74	0.581	694.99	0.028	6.85	0.044	9.843	0.047	13.38	0.063	16.211	0.049	13.06	0.222	68.961	1.068	319.193	0.446	141.194	1.526	484.623	0.371	106.172	0.221	67.116	0.618	181.844	0.896	981.909	0.11	44.275	0.132	47.07	0.239	64.608	0.145	41.857	0.328	104.205	4.093	1262.424	0.497	547.398	0.813	963.849	0.218	50.44	0.148	42.178	0.207	65.625	0.04	9.542	0.134	44.657	0.292	93.861	0.109	33.664
MAG_227	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;n_Eubacteriales incertae sedis;f_Eubacteriales Family XIII. Incertae Sedis;g_Mogibacterium		1566572	48.29	493	0.599	80.3	4.88	8.7	1.862	517.972	2.2	545.369	1.801	569.352	0.859	225.448	1.426	413.311	1.519	467.479	3.513	849.995	3.075	939.713	2.938	908.436	2.684	894.03	3.416	1084.112	3.232	963.596	3.964	1259.586	12.553	4222.553	10.07	3193.626	2.556	826.249	3.29	1156.264	2.594	877.197	3.999	1240.627	2.627	824.094	3.271	835.616	2.476	689.155	4.024	980.839	2.886	3456.082	3.582	888.876	5.964	1327.783	2.671	763.252	5.356	1388.328	3.37	893.593	3.013	935.33	2.225	664.938	5.127	1622.215	2.044	648.937	2.91	832.717	2.358	716.221	3.062	901.224	2.968	3254.688	22.782	9197.353	25.646	9160.967	3.307	893.478	4.389	1266.889	2.864	908.935	2.195	677.278	3.009	3310.539	2.887	3422.05	0.71	164.18	1.362	389.325	0.568	180.113	1.354	323.518	1.514	505.705	1.572	504.418	2.097	648.825
MAG_228	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lentilactobacillus		2404557	44.45	34	0.0	99.02	0.0	0.0	18.512	5148.235	6.917	1715.279	3.746	1184.665	10.651	2793.593	3.985	1155.305	2.6	800.32	4.187	1013.711	0.049	14.873	0.078	24.256	0.064	21.438	0.079	25.136	0.076	22.678	0.079	25.223	0.227	76.465	0.121	38.381	0.082	26.516	0.064	22.434	0.063	21.44	0.087	27.021	1.801	564.678	3.386	866.023	2.54	707.106	3.139	764.964	0.137	163.543	3.836	952.045	3.669	816.887	3.411	975.35	2.153	558.263	2.054	544.777	3.9	1210.767	0.101	30.261	0.106	33.48	0.064	20.369	0.076	21.787	0.089	27.14	0.072	21.147	0.202	222.059	0.22	88.797	0.246	87.682	0.071	19.064	0.053	15.356	0.067	21.153	0.053	16.242	0.193	211.817	0.441	523.359	4.528	1047.632	1.713	489.754	7.792	2473.527	8.478	2027.523	2.502	835.788	4.524	1452.503	2.576	797.13
MAG_229	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Lachnospiraceae;g_Butyrivibrio		3517648	39.37	482	0.218	94.84	3.58	47.06	2.756	767.091	2.64	654.906	7.594	2402.12	4.596	1205.128	8.036	2329.812	8.787	2705.593	23.398	5665.045	0.74	226.083	1.118	345.945	0.795	264.935	1.05	333.347	0.768	228.923	1.007	320.01	0.797	268.006	0.535	169.8	0.914	295.808	0.764	268.563	1.206	407.798	1.184	367.416	23.874	7491.899	24.087	6158.119	27.434	7640.0	16.89	4118.552	5.795	6942.271	1.655	410.927	8.662	1928.992	15.761	4507.612	36.095	9361.439	27.36	7258.621	17.415	5410.002	1.517	453.639	1.206	381.729	1.399	444.485	2.068	592.026	1.665	506.13	1.185	348.799	2.297	2519.656	0.656	264.785	1.292	461.632	1.513	409.032	3.181	918.362	1.269	402.902	1.519	468.86	4.677	5149.212	3.19	3783.196	4.377	1013.069	7.11	2033.45	6.245	1981.963	6.145	1468.62	8.861	2962.17	10.958	3518.243	11.439	3540.947
MAG_230	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Dialister		2378320	51.55	408	0.075	92.79	4.13	24.0	1.322	367.608	55.083	13659.612	1.394	440.629	35.405	9282.446	1.502	435.276	58.941	18139.497	67.578	16351.538	0.327	99.94	16.13	4987.977	13.16	4385.148	22.475	7133.622	15.135	4511.582	12.827	4075.784	0.649	218.227	18.582	5892.955	0.563	181.888	11.827	4156.191	0.471	159.065	20.639	6404.094	75.591	23712.476	61.142	15622.678	63.536	17683.525	84.447	20582.338	0.452	540.747	82.583	20500.636	121.78	27107.597	63.444	18139.914	66.472	17230.573	76.46	20273.191	56.796	17640.154	13.996	4183.543	2.896	916.332	15.102	4796.289	11.694	3346.695	7.907	2402.943	7.07	2081.131	0.244	267.797	15.197	6136.983	21.335	7622.332	18.454	4987.106	12.99	3749.542	6.349	2015.546	7.124	2198.025	0.478	525.422	0.298	353.599	0.757	175.146	63.394	18124.103	22.455	7122.47	33.966	8114.752	55.083	18404.604	43.888	14086.012	50.901	15754.538
MAG_231	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae		1749368	45.13	40	0.0	78.72	1.47	33.33	0.164	45.503	0.243	60.357	0.263	83.14	0.218	57.219	0.435	125.949	0.325	100.108	0.376	90.976	4.384	1339.889	3.859	1193.702	2.019	672.95	7.539	2393.083	2.139	637.7	2.952	938.191	1.117	375.664	1.135	359.942	3.105	1004.326	1.747	613.862	3.551	1200.942	4.464	1385.511	0.268	84.192	0.573	146.434	0.407	113.159	0.565	137.673	0.651	779.057	0.236	58.694	0.286	63.694	0.33	94.356	1.057	274.102	0.424	112.556	0.774	240.294	0.752	224.598	1.231	389.728	0.483	153.312	1.657	474.255	1.584	481.464	1.711	503.578	0.217	238.502	1.472	594.202	1.557	556.251	2.091	564.955	1.785	515.152	2.529	803.054	1.407	434.229	0.678	746.396	0.272	322.309	0.283	65.438	0.235	67.164	0.302	95.93	0.684	163.39	0.21	70.229	0.246	79.096	0.437	135.291
MAG_232	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Lachnospiraceae		2504944	42.33	259	0.042	88.12	0.9	33.33	4.889	1360.209	2.194	544.235	2.376	751.58	1.635	428.704	2.011	582.897	2.878	886.071	0.638	154.432	0.329	100.449	0.424	130.958	0.264	88.06	0.294	93.18	0.236	70.217	0.319	101.23	0.663	223.172	0.454	143.908	0.33	106.87	0.256	89.829	0.286	96.728	0.332	103.162	0.573	179.853	0.566	144.676	0.879	244.654	0.629	153.258	0.928	1111.858	0.874	217.063	1.652	367.769	0.47	134.332	0.808	209.377	0.584	154.759	0.509	157.977	0.205	61.343	0.204	64.578	0.246	78.023	0.234	66.906	0.24	72.901	0.208	61.163	0.393	430.901	0.418	168.888	0.432	154.44	0.289	78.084	0.249	71.877	0.194	61.523	0.183	56.328	0.933	1027.607	0.55	651.643	1.257	290.859	2.448	700.03	2.445	775.771	1.085	259.186	1.964	656.393	2.471	793.013	0.39	120.808
MAG_233	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus crispatus		1491405	37.03	329	0.009	85.76	2.03	66.67	183.419	51023.09	81.816	20290.553	36.437	11521.539	66.79	17510.139	22.336	6472.322	23.405	7203.601	167.576	40556.423	2.83	864.759	3.476	1074.951	2.285	761.33	2.597	824.282	3.115	928.638	2.994	951.46	8.503	2860.477	4.812	1526.516	3.303	1068.392	1.591	559.267	2.438	824.486	2.547	790.283	15.199	4767.885	25.381	6485.799	53.699	14947.778	31.135	7589.136	0.051	61.209	127.432	31632.562	83.073	18493.597	13.577	3881.082	44.35	11497.422	54.352	14413.745	17.627	5473.328	2.731	816.217	7.443	2355.334	1.267	402.335	1.952	558.636	5.483	1666.301	3.127	920.16	0.074	80.684	12.119	4892.891	14.816	5292.526	1.52	410.802	4.173	1204.607	2.966	941.542	1.582	488.219	0.059	64.75	0.084	99.326	56.56	13084.865	36.675	10485.858	56.249	17844.137	68.956	16473.636	25.946	8669.769	50.41	16179.48	19.032	5888.962
MAG_234	DAS	k_Bacteria		3229334	49.93	1008	0.002	90.17	2.3	50.0	0.063	17.673	0.125	31.192	0.154	48.886	0.149	39.318	0.116	33.645	0.1	30.883	0.137	33.154	0.288	87.902	0.106	32.787	0.191	63.665	0.118	37.535	0.24	71.408	1.035	328.813	0.104	34.952	2.52	799.181	0.282	91.205	1.225	430.532	0.193	65.39	0.162	50.135	0.223	69.863	0.171	43.778	0.156	43.34	0.167	40.747	0.204	244.269	0.049	12.13	0.069	15.475	0.104	29.816	0.27	69.894	0.143	38.047	0.19	58.942	3.21	959.619	1.192	377.318	2.513	797.958	0.988	282.865	0.664	201.581	1.383	406.937	0.122	133.464	0.13	52.368	0.104	37.199	0.376	101.652	0.466	134.563	1.144	363.147	0.479	147.599	0.614	675.855	0.256	302.996	0.074	17.301	0.087	24.754	0.142	45.757	0.08	19.261	0.116	38.833	0.129	41.436	0.233	72.344
MAG_235	DAS	k_Archaea;p_Euryarchaeota;n_Methanomada group;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter		1753966	30.82	211	0.0	89.61	1.95	33.33	0.019	5.403	1.315	326.2	0.379	119.83	0.155	40.808	0.199	57.847	0.824	253.588	1.04	251.899	1.892	578.439	0.877	271.478	0.347	115.882	1.031	327.441	1.62	483.117	2.096	666.136	0.097	32.707	40.801	12945.307	1.519	491.614	1.206	424.07	2.55	862.52	6.988	2169.223	2.229	699.327	1.401	358.027	1.609	447.964	1.622	395.402	22.441	26885.697	0.026	6.493	0.078	17.319	1.088	311.261	3.228	836.935	4.033	1069.714	2.026	629.334	3.424	1023.731	3.345	1059.031	7.451	2367.367	6.168	1765.454	7.774	2363.234	6.03	1775.095	4.175	4584.713	0.092	37.116	0.295	105.291	7.252	1960.357	9.108	2629.753	14.774	4692.428	8.255	2548.331	19.241	21187.579	3.437	4081.245	0.15	34.792	0.162	46.429	0.069	22.244	0.163	39.107	0.186	62.329	0.32	102.952	1.286	398.165
